准考證號,國文,英文,數學,自然,社會
5186,82,86,37,100,79
5187,66,35,53,93,71
5188,77,34,42,57,84
5189,73,59,12,39,82
5190,72,72,11,77,89
5191,73,64,5,95,73
5192,70,40,44,41,73
5193,79,46,26,50,72
5194,77,83,21,68,78
5195,69,67,34,54,69
5196,76,85,0,43,73
5197,76,100,28,51,77
5198,74,64,57,66,88
5199,54,50,36,46,78
5200,77,12,16,61,76
5201,69,93,56,22,73
5202,89,89,26,56,79
5203,79,88,14,29,82
5204,45,67,0,55,74
5205,71,100,40,76,98
5206,77,54,81,81,89
5207,61,91,7,59,70
5208,77,55,33,82,77
5209,80,47,90,71,81
5210,61,89,42,47,73
5211,70,73,0,62,85
5212,78,58,0,73,73
5213,73,71,18,84,85
5214,70,100,52,61,67
5215,87,36,41,48,73
5216,61,74,54,66,93
5217,82,54,61,66,66
5218,70,71,95,72,88
5219,83,71,37,39,90
5220,66,100,65,30,87
5221,86,50,59,56,85
5222,64,57,20,83,81
5223,75,36,35,83,74
5224,69,33,21,81,95
5225,65,69,50,62,74
5226,91,100,68,41,77
5227,66,51,51,70,74
5228,70,100,21,44,67
5229,56,13,33,80,78
5230,78,73,30,55,82
5231,84,62,38,38,87
5232,100,73,34,71,80
5233,65,68,22,20,73
5234,65,42,19,48,85
5235,75,79,37,85,87
5236,51,77,4,30,76
5237,78,22,28,58,82
5238,51,18,57,42,100
5239,78,89,7,33,74
5240,97,99,40,43,66
5241,84,62,72,43,70
5242,91,45,0,53,82
5243,67,32,93,35,94
5244,82,43,57,37,80
5245,52,39,41,24,80
5246,82,76,14,67,86
5247,66,81,73,67,79
5248,68,43,56,47,87
5249,92,17,56,93,78
5250,72,54,31,46,72
5251,81,27,0,65,78
5252,72,51,41,75,89
5253,69,81,98,82,75
5254,71,59,39,38,74
5255,78,88,61,75,84
5256,74,54,8,44,76
5257,78,48,6,72,85
5258,75,23,49,78,92
5259,72,73,55,56,69
5260,63,83,0,49,72
5261,64,73,67,65,92
5262,62,67,70,20,77
5263,88,38,81,70,71
5264,84,42,11,61,80
5265,61,73,48,87,67
5266,83,92,24,78,98
5267,82,75,22,100,80
5268,84,9,52,39,91
5269,66,68,46,64,66
5270,56,40,2,49,85
5271,75,100,35,37,65
5272,81,0,77,20,80
5273,68,51,59,65,77
5274,79,31,18,59,89
5275,69,38,59,50,75
5276,74,100,6,63,86
5277,80,31,53,30,84
5278,75,100,0,99,84
5279,83,99,15,62,76
5280,55,44,35,72,84
5281,85,82,44,100,76
5282,64,51,53,45,91
5283,67,23,13,62,72
5284,84,56,32,57,80
5285,77,75,47,78,81
5286,79,67,57,36,86
5287,76,76,16,34,81
5288,76,100,76,48,76
5289,70,59,7,54,82
5290,93,28,47,56,77
5291,84,20,72,54,93
5292,58,42,9,65,88
5293,80,91,61,83,74
5294,86,42,45,70,63
5295,63,79,75,72,70
5296,58,79,0,66,82
5297,73,87,86,53,93
5298,75,28,52,56,71
5299,69,71,87,50,83
5300,73,60,68,80,87
5301,72,68,73,17,84
5302,75,78,100,68,86
5303,86,51,26,58,80
5304,74,82,28,98,88
5305,68,100,24,51,83
5306,66,71,22,80,82
5307,79,100,49,30,82
5308,60,72,0,100,90
5309,75,58,26,68,75
5310,58,100,100,66,73
5311,79,50,68,49,77
5312,87,50,37,71,68
5313,83,44,51,59,100
5314,69,68,60,62,76
5315,67,66,42,55,79
5316,86,82,0,64,82
5317,81,56,68,80,70
5318,76,82,42,46,80
5319,75,100,0,92,64
5320,67,100,43,69,68
5321,58,100,59,73,76
5322,71,37,43,95,80
5323,79,81,100,14,90
5324,81,94,39,50,75
5325,65,68,53,79,83
5326,97,72,23,45,84
5327,80,43,100,63,81
5328,64,35,70,75,86
5329,69,100,58,66,69
5330,70,50,9,79,99
5331,80,74,25,58,77
5332,70,80,0,75,79
5333,82,46,22,60,81
5334,69,45,21,57,73
5335,66,60,68,20,86
5336,79,96,57,19,100
5337,71,94,69,61,86
5338,68,81,12,54,82
5339,61,54,61,39,79
5340,61,59,46,96,90
5341,79,100,56,52,82
5342,73,78,38,93,79
5343,68,46,4,66,81
5344,70,61,54,70,65
5345,75,72,37,53,75
5346,49,93,51,51,76
5347,66,55,44,50,87
5348,77,94,38,82,79
5349,79,19,0,51,79
5350,54,70,27,73,81
5351,67,70,29,51,90
5352,89,76,26,39,84
5353,54,70,65,28,62
5354,61,84,33,75,80
5355,71,71,7,91,86
5356,69,78,52,83,79
5357,87,70,29,22,94
5358,64,90,97,49,68
5359,85,68,53,62,88
5360,84,35,48,34,70
5361,69,98,58,49,79
5362,78,100,32,57,85
5363,65,56,41,69,76
5364,78,79,73,62,77
5365,87,100,24,64,84
5366,79,52,46,44,89
5367,61,72,71,33,86
5368,71,13,38,72,85
5369,89,66,58,70,79
5370,66,67,1,73,82
5371,66,60,5,58,90
5372,91,85,39,58,75
5373,63,100,44,67,86
5374,74,24,21,52,68
5375,80,47,95,43,89
5376,72,79,71,50,83
5377,78,90,29,72,85
5378,72,70,35,53,73
5379,81,100,15,50,86
5380,70,92,60,31,75
5381,69,59,50,71,85
5382,74,38,53,95,83
5383,69,100,66,38,71
5384,73,39,12,80,80
5385,72,34,67,78,79
5386,71,33,52,61,73
5387,62,87,6,48,85
5388,79,54,65,69,82
5389,67,24,35,37,72
5390,75,100,70,64,90
5391,66,65,62,65,87
5392,60,81,59,43,90
5393,83,31,27,48,83
5394,86,81,64,55,75
5395,73,51,42,53,81
5396,80,100,13,56,82
5397,82,73,97,29,91
5398,70,40,34,66,73
5399,71,62,18,94,82
5400,77,100,46,26,69
5401,65,58,68,0,67
5402,72,100,99,49,90
5403,62,45,51,84,89
5404,75,100,78,90,65
5405,72,43,61,77,78
5406,46,97,0,73,77
5407,70,71,61,64,79
5408,58,71,0,33,89
5409,74,17,0,89,76
5410,71,58,0,80,90
5411,88,77,81,29,73
5412,76,68,16,46,96
5413,83,86,89,78,84
5414,54,67,21,59,70
5415,74,76,47,39,86
5416,67,45,61,30,93
5417,70,61,70,45,76
5418,55,61,75,38,88
5419,87,52,50,43,70
5420,73,83,0,52,81
5421,73,61,85,69,70
5422,69,72,0,77,76
5423,80,64,53,45,81
5424,81,32,56,18,59
5425,79,56,36,90,72
5426,76,48,51,53,78
5427,72,85,77,62,93
5428,80,52,15,58,75
5429,82,93,52,60,77
5430,77,31,16,81,78
5431,86,92,51,82,79
5432,100,71,30,60,79
5433,64,72,38,93,82
5434,66,100,13,8,82
5435,76,37,92,95,90
5436,83,47,60,49,76
5437,99,79,14,35,70
5438,64,100,2,50,84
5439,79,83,0,46,83
5440,86,86,3,47,77
5441,80,67,87,32,86
5442,84,62,53,75,83
5443,82,52,55,56,71
5444,65,76,68,27,80
5445,72,39,16,40,96
5446,76,70,0,49,71
5447,77,58,45,37,72
5448,83,60,9,45,78
5449,61,8,68,53,81
5450,80,43,33,66,84
5451,63,100,0,62,83
5452,54,80,59,55,79
5453,77,72,9,45,86
5454,76,46,28,49,88
5455,68,65,50,55,88
5456,65,89,36,56,75
5457,85,51,54,84,80
5458,85,69,91,69,74
5459,77,76,100,42,77
5460,95,44,28,63,88
5461,76,100,32,0,93
5462,64,95,32,94,77
5463,70,56,83,64,73
5464,83,96,52,20,80
5465,89,64,34,96,79
5466,92,87,100,71,77
5467,82,89,41,56,92
5468,74,63,25,42,64
5469,72,50,59,60,63
5470,81,74,88,52,74
5471,79,10,100,81,78
5472,72,56,46,62,85
5473,81,69,29,62,83
5474,66,56,42,52,68
5475,72,78,61,79,74
5476,57,64,7,85,77
5477,65,45,93,65,87
5478,61,89,8,48,81
5479,61,68,3,60,75
5480,64,70,35,53,74
5481,92,93,18,15,67
5482,77,48,0,100,94
5483,62,71,0,68,68
5484,72,100,0,55,69
5485,83,100,59,54,90
5486,75,65,17,80,83
5487,84,51,6,72,80
5488,75,46,39,53,83
5489,79,95,63,62,75
5490,87,49,57,50,74
5491,77,36,54,39,85
5492,66,85,68,58,73
5493,57,73,49,73,79
5494,76,84,69,36,79
5495,77,48,49,87,70
5496,66,32,46,59,82
5497,92,64,0,91,79
5498,78,93,25,44,85
5499,62,79,77,62,69
5500,82,49,20,28,76
5501,72,80,23,74,84
5502,62,92,34,34,76
5503,66,83,10,55,58
5504,86,95,26,51,82
5505,77,68,59,43,81
5506,58,80,21,64,77
5507,81,50,19,83,86
5508,65,68,8,59,87
5509,100,97,33,42,89
5510,61,53,57,70,84
5511,78,43,44,68,98
5512,83,85,49,48,80
5513,44,63,10,55,82
5514,75,49,35,61,82
5515,76,78,99,62,79
5516,60,95,59,41,77
5517,56,98,50,80,76
5518,77,78,55,64,95
5519,99,17,0,82,68
5520,73,74,39,75,97
5521,80,100,66,75,84
5522,77,57,36,58,76
5523,85,75,39,100,84
5524,75,39,8,52,75
5525,74,72,52,25,78
5526,56,54,10,31,84
5527,70,54,85,67,74
5528,77,44,47,68,85
5529,79,77,39,84,89
5530,61,17,25,62,85
5531,76,21,48,42,83
5532,71,100,41,57,73
5533,74,65,51,92,96
5534,81,100,20,53,86
5535,69,100,88,67,96
5536,90,64,12,92,66
5537,70,100,14,60,74
5538,74,59,53,21,84
5539,72,73,41,70,63
5540,76,61,12,84,86
5541,73,89,60,51,71
5542,74,71,68,47,81
5543,59,40,30,45,75
5544,94,46,55,80,80
5545,77,28,39,61,94
5546,76,13,72,66,82
5547,54,72,59,45,85
5548,71,35,17,60,86
5549,66,81,1,42,64
5550,86,49,23,51,93
5551,81,46,6,48,80
5552,83,69,38,44,76
5553,86,72,22,48,71
5554,71,100,13,46,71
5555,83,75,2,49,83
5556,71,46,47,48,74
5557,77,70,97,35,87
5558,84,89,79,43,84
5559,76,60,83,48,71
5560,92,100,37,93,87
5561,85,51,68,64,78
5562,86,35,39,73,86
5563,69,44,75,50,75
5564,83,64,50,53,82
5565,82,85,63,82,73
5566,76,59,21,73,77
5567,73,36,20,26,83
5568,63,29,36,52,85
5569,82,44,38,51,77
5570,83,79,36,67,72
5571,63,81,32,56,87
5572,73,50,14,71,70
5573,83,57,61,56,80
5574,67,52,0,82,81
5575,77,14,56,72,86
5576,82,78,15,66,64
5577,70,75,54,33,70
5578,75,80,60,56,72
5579,64,74,30,59,87
5580,77,38,58,62,73
5581,82,38,94,57,85
5582,91,92,53,48,76
5583,78,78,57,40,78
5584,65,71,26,31,98
5585,65,72,35,56,86
5586,69,97,45,37,75
5587,77,60,34,88,70
5588,72,97,42,63,79
5589,91,67,78,100,88
5590,87,69,39,63,82
5591,79,71,22,41,82
5592,71,68,55,54,81
5593,61,42,61,58,64
5594,58,63,64,49,89
5595,82,56,24,81,73
5596,59,82,55,87,76
5597,79,56,32,37,89
5598,87,29,75,51,80
5599,80,77,18,72,71
5600,80,66,43,57,69
5601,68,78,15,33,81
5602,77,71,36,57,89
5603,71,49,0,64,84
5604,72,66,60,26,74
5605,65,72,71,43,93
5606,88,2,32,39,81
5607,71,81,66,91,84
5608,82,59,0,47,79
5609,88,90,34,62,86
5610,71,32,19,18,84
5611,81,82,15,75,81
5612,94,60,0,14,81
5613,66,80,38,49,80
5614,55,100,69,56,91
5615,80,76,0,65,79
5616,84,83,0,73,94
5617,89,45,58,35,91
5618,68,60,18,60,100
5619,87,93,63,80,77
5620,81,73,89,90,83
5621,87,64,17,39,71
5622,71,81,43,44,80
5623,80,59,80,38,72
5624,72,67,34,82,100
5625,96,96,36,80,77
5626,72,57,82,68,83
5627,84,28,29,45,70
5628,69,42,38,41,77
5629,69,30,3,64,75
5630,64,66,37,76,81
5631,85,58,79,73,85
5632,68,88,0,82,77
5633,82,37,8,76,71
5634,68,47,50,59,89
5635,71,100,41,49,79
5636,76,26,62,34,90
5637,65,97,56,44,72
5638,87,57,25,51,85
5639,85,100,59,49,75
5640,85,45,0,72,78
5641,71,39,61,58,83
5642,93,49,39,46,97
5643,62,32,30,60,78
5644,90,97,3,70,84
5645,86,32,65,31,76
5646,74,79,48,80,82
5647,68,30,0,86,74
5648,59,64,29,77,67
5649,61,67,46,64,68
5650,98,62,54,82,75
5651,76,63,100,27,84
5652,77,74,38,41,84
5653,71,80,32,21,81
5654,71,62,68,88,81
5655,77,86,41,80,86
5656,76,90,38,58,90
5657,83,85,49,41,80
5658,68,100,68,53,84
5659,71,90,61,87,90
5660,62,49,0,55,72
5661,71,43,4,96,74
5662,85,75,59,77,82
5663,71,52,41,64,82
5664,87,16,41,63,75
5665,62,54,57,44,86
5666,55,50,45,44,81
5667,74,63,66,26,95
5668,66,8,24,62,79
5669,70,100,100,56,80
5670,88,62,48,67,91
5671,76,55,16,65,78
5672,65,38,69,45,81
5673,50,100,0,62,66
5674,74,62,21,71,72
5675,100,96,57,78,73
5676,76,75,23,81,77
5677,75,100,45,83,83
5678,83,51,0,84,74
5679,58,76,7,79,96
5680,88,88,53,78,71
5681,82,20,0,53,87
5682,70,79,85,45,85
5683,65,76,0,61,89
5684,85,48,65,51,85
5685,84,56,37,46,70
5686,78,61,19,35,75
5687,66,92,24,79,87
5688,75,60,56,50,71
5689,86,100,56,83,76
5690,82,44,59,47,83
5691,73,15,73,53,84
5692,78,51,26,50,90
5693,86,83,47,63,78
5694,50,91,43,83,84
5695,62,60,46,78,76
5696,69,71,47,25,97
5697,77,61,25,56,98
5698,82,63,56,41,69
5699,81,47,6,31,81
5700,83,79,8,79,75
5701,77,35,37,42,82
5702,60,75,62,72,85
5703,79,100,36,45,89
5704,82,61,35,29,87
5705,78,49,46,84,73
5706,80,76,68,60,81
5707,43,98,59,80,79
5708,69,61,100,62,76
5709,87,87,51,60,79
5710,77,72,55,49,82
5711,63,57,0,69,83
5712,82,69,52,47,92
5713,80,78,38,58,69
5714,76,14,15,7,85
5715,79,72,66,85,71
5716,67,52,61,34,74
5717,66,100,32,48,80
5718,85,60,5,93,78
5719,67,53,53,33,74
5720,79,68,49,66,86
5721,82,53,41,68,79
5722,58,77,30,48,71
5723,58,92,38,28,80
5724,93,53,28,39,90
5725,95,51,57,69,76
5726,66,99,10,48,85
5727,70,56,18,85,85
5728,66,46,90,74,71
5729,83,34,32,37,78
5730,68,85,0,54,88
5731,74,26,73,37,78
5732,83,47,47,96,74
5733,70,51,44,77,79
5734,61,32,19,60,59
5735,82,95,28,52,79
5736,72,84,52,70,82
5737,100,94,30,39,78
5738,69,73,57,35,70
5739,67,38,45,59,64
5740,71,78,33,57,82
5741,83,54,66,94,71
5742,73,86,0,43,97
5743,78,74,32,64,84
5744,66,18,58,99,80
5745,79,87,51,53,85
5746,76,54,0,72,77
5747,73,58,73,37,81
5748,77,18,83,59,79
5749,75,73,96,39,76
5750,71,86,45,86,93
5751,71,51,53,68,70
5752,82,50,0,63,86
5753,92,100,52,57,82
5754,72,70,35,71,81
5755,61,78,55,67,78
5756,77,60,9,59,80
5757,80,28,75,74,70
5758,70,38,14,70,83
5759,61,90,79,66,68
5760,62,60,32,56,76
5761,75,91,38,66,75
5762,74,100,12,50,93
5763,75,81,49,46,76
5764,94,74,34,15,76
5765,60,62,0,41,89
5766,76,60,15,55,80
5767,65,79,4,78,80
5768,73,38,27,38,72
5769,66,65,17,63,95
5770,71,23,47,34,76
5771,80,42,17,89,77
5772,80,76,50,45,84
5773,77,55,69,28,86
5774,61,40,24,40,82
5775,76,41,24,91,82
5776,96,70,0,59,88
5777,64,95,98,70,79
5778,76,65,92,62,85
5779,61,71,36,78,84
5780,78,100,74,53,75
5781,83,66,21,14,82
5782,80,67,46,30,65
5783,65,70,9,49,67
5784,75,68,64,79,85
5785,43,26,56,80,89
5786,67,69,0,61,85
5787,81,56,63,66,76
5788,75,62,47,53,67
5789,72,44,85,70,59
5790,71,100,13,56,64
5791,70,100,70,69,80
5792,83,51,4,28,66
5793,88,84,6,80,66
5794,63,75,42,88,76
5795,73,97,35,69,73
5796,77,70,18,47,87
5797,79,79,29,55,78
5798,64,68,41,51,82
5799,78,73,54,100,87
5800,84,73,33,57,69
5801,61,59,86,41,63
5802,72,100,13,65,80
5803,77,59,11,47,95
5804,76,43,18,65,67
5805,87,41,87,38,79
5806,61,79,57,79,78
5807,73,71,46,47,79
5808,77,53,68,40,71
5809,66,100,18,100,85
5810,67,100,84,59,86
5811,81,28,39,48,87
5812,89,74,43,84,63
5813,85,80,54,47,75
5814,92,65,75,58,64
5815,75,17,59,68,77
5816,67,49,31,44,75
5817,63,82,37,59,73
5818,67,52,40,83,78
5819,71,70,26,83,96
5820,74,59,88,49,85
5821,76,77,25,79,73
5822,71,70,44,81,100
5823,78,91,38,44,85
5824,78,75,16,69,64
5825,70,82,31,56,85
5826,61,54,0,40,63
5827,66,80,74,56,89
5828,67,83,12,49,82
5829,51,73,54,66,90
5830,68,0,36,61,73
5831,94,65,39,38,86
5832,96,71,16,36,79
5833,67,76,74,56,69
5834,85,66,47,73,75
5835,80,74,14,56,71
5836,69,98,21,68,66
5837,67,93,13,43,79
5838,70,84,17,40,74
5839,75,63,53,49,76
5840,66,63,6,47,92
5841,69,67,48,77,76
5842,73,66,19,43,83
5843,52,68,100,86,86
5844,81,100,28,61,94
5845,74,74,100,59,93
5846,82,68,5,46,85
5847,84,18,41,39,90
5848,86,90,0,73,63
5849,77,55,0,48,79
5850,77,74,73,100,91
5851,91,46,0,62,66
5852,82,83,51,64,75
5853,69,36,21,15,76
5854,61,41,47,46,75
5855,90,21,39,47,83
5856,84,93,43,15,70
5857,71,22,100,56,88
5858,69,35,62,83,71
5859,87,85,41,40,84
5860,67,52,7,78,69
5861,78,48,43,85,85
5862,85,100,33,57,75
5863,65,37,31,52,81
5864,74,77,18,53,72
5865,78,53,57,37,76
5866,81,59,23,38,84
5867,76,76,45,40,82
5868,72,64,25,83,99
5869,80,72,53,64,72
5870,80,74,58,62,67
5871,92,79,70,44,80
5872,74,61,40,96,75
5873,75,100,0,75,72
5874,83,64,53,35,75
5875,78,43,5,59,85
5876,64,84,19,53,80
5877,87,75,12,78,81
5878,74,75,64,92,77
5879,69,94,30,84,83
5880,63,89,1,69,77
5881,100,72,48,49,74
5882,76,28,5,63,79
5883,87,38,25,94,90
5884,68,83,74,47,85
5885,53,58,78,30,75
5886,74,56,7,65,77
5887,69,97,44,65,83
5888,83,39,75,52,76
5889,80,53,45,36,84
5890,78,97,40,35,88
5891,74,92,45,82,60
5892,64,73,0,58,80
5893,77,63,66,72,85
5894,75,44,59,10,80
5895,75,80,26,68,69
5896,79,48,73,72,76
5897,79,68,82,23,83
5898,74,82,0,93,89
5899,78,24,14,63,90
5900,77,41,100,76,75
5901,70,13,8,70,60
5902,48,73,12,79,89
5903,69,65,76,68,76
5904,92,61,35,44,77
5905,81,85,82,35,93
5906,71,63,57,63,71
5907,59,89,83,54,80
5908,77,79,6,47,88
5909,62,90,15,78,89
5910,75,46,13,50,82
5911,77,64,64,10,83
5912,63,81,46,90,81
5913,80,43,68,48,86
5914,69,84,47,73,83
5915,79,100,66,62,83
5916,86,63,48,76,85
5917,76,54,44,25,79
5918,68,89,47,96,86
5919,66,76,11,88,75
5920,66,56,37,70,70
5921,77,25,6,68,82
5922,72,41,49,51,84
5923,80,65,0,67,65
5924,61,60,17,61,91
5925,68,74,51,53,75
5926,86,62,59,49,68
5927,92,19,65,46,86
5928,83,64,15,25,79
5929,65,45,18,34,81
5930,77,88,18,36,85
5931,92,75,5,46,83
5932,84,99,36,77,72
5933,83,62,24,58,92
5934,90,62,50,100,86
5935,78,80,76,62,77
5936,85,67,34,57,89
5937,66,75,8,63,87
5938,66,100,65,49,82
5939,91,45,20,61,75
5940,100,63,21,57,76
5941,88,53,67,72,68
5942,84,100,49,76,75
5943,85,92,41,43,81
5944,78,90,41,63,74
5945,74,64,14,62,86
5946,64,100,40,100,72
5947,81,62,97,42,70
5948,67,75,8,54,90
5949,72,53,34,41,84
5950,78,58,22,38,73
5951,82,77,42,59,66
5952,80,51,14,63,88
5953,89,64,45,66,83
5954,59,83,22,58,86
5955,73,88,67,79,65
5956,73,99,16,72,78
5957,69,96,27,50,91
5958,78,75,42,40,65
5959,78,50,48,60,73
5960,57,52,83,76,72
5961,74,94,75,71,83
5962,74,70,55,70,74
5963,65,29,31,59,95
5964,74,100,0,79,76
5965,78,44,13,50,67
5966,100,74,54,65,100
5967,75,100,57,62,84
5968,71,64,58,67,81
5969,80,64,48,52,79
5970,57,100,58,80,88
5971,69,52,59,59,72
5972,65,39,24,91,77
5973,64,74,48,67,86
5974,77,92,88,68,81
5975,71,83,74,59,83
5976,80,42,51,50,85
5977,59,76,15,66,74
5978,80,27,5,31,91
5979,89,77,0,50,77
5980,80,92,13,52,87
5981,87,26,53,67,76
5982,73,38,32,58,77
5983,77,77,59,56,73
5984,73,53,0,81,66
5985,77,5,8,80,84
5986,78,28,57,60,78
5987,66,73,43,88,91
5988,83,93,62,55,82
5989,70,44,10,41,90
5990,68,63,62,50,76
5991,72,72,78,75,86
5992,86,86,49,66,79
5993,76,54,11,49,86
5994,70,78,58,52,81
5995,76,66,49,46,75
5996,86,48,62,66,72
5997,66,6,20,71,77
5998,83,82,49,58,69
5999,76,67,23,34,80
6000,85,28,71,100,78
6001,69,32,25,45,66
6002,64,44,69,43,73
6003,80,61,33,49,78
6004,95,91,0,40,84
6005,72,38,29,53,87
6006,80,73,5,69,73
6007,78,100,58,59,75
6008,67,61,58,61,85
6009,75,93,37,70,83
6010,93,68,59,52,87
6011,82,38,0,53,86
6012,73,43,50,33,77
6013,77,38,14,72,87
6014,67,89,55,34,88
6015,66,35,29,85,61
6016,72,19,44,45,81
6017,78,100,58,61,85
6018,72,54,0,70,80
6019,65,36,50,51,73
6020,77,45,31,56,57
6021,59,89,52,81,81
6022,75,77,18,81,72
6023,79,65,22,57,88
6024,81,78,65,66,70
6025,100,15,25,91,91
6026,90,100,43,42,97
6027,76,43,38,59,87
6028,55,3,32,66,74
6029,70,79,26,34,74
6030,95,100,38,40,76
6031,70,100,12,37,66
6032,73,67,72,45,75
6033,74,78,3,73,85
6034,85,50,9,56,77
6035,66,75,2,52,75
6036,80,50,55,44,95
6037,89,0,35,58,73
6038,79,61,51,52,77
6039,54,80,15,98,77
6040,73,47,94,55,66
6041,81,44,49,78,86
6042,66,72,17,68,75
6043,70,76,23,100,83
6044,70,78,52,56,89
6045,92,69,65,12,81
6046,75,68,21,45,88
6047,92,49,37,79,79
6048,54,91,73,52,79
6049,86,88,96,82,79
6050,70,88,43,92,71
6051,72,62,82,58,71
6052,63,36,59,47,76
6053,86,60,76,48,68
6054,72,68,19,19,74
6055,65,74,86,42,80
6056,77,97,49,75,83
6057,80,76,42,72,100
6058,93,17,55,79,79
6059,94,87,84,50,65
6060,76,100,35,62,84
6061,77,59,43,37,81
6062,78,81,51,57,75
6063,85,28,24,26,59
6064,71,60,56,68,71
6065,60,85,19,81,78
6066,70,83,23,55,72
6067,68,68,51,100,82
6068,72,82,28,50,85
6069,78,65,57,34,82
6070,79,51,32,100,78
6071,94,23,75,60,100
6072,73,87,0,60,89
6073,71,51,10,41,78
6074,71,47,25,51,90
6075,60,79,64,82,91
6076,68,100,22,50,86
6077,86,21,47,87,78
6078,79,82,62,83,74
6079,70,43,78,74,73
6080,68,50,74,82,87
6081,64,42,37,50,77
6082,78,74,68,74,81
6083,77,36,36,100,95
6084,87,52,49,28,75
6085,92,51,35,64,92
6086,75,38,43,22,85
6087,69,58,47,70,79
6088,94,76,24,75,83
6089,79,59,5,45,79
6090,78,42,43,38,67
6091,100,72,39,56,79
6092,80,37,49,66,82
6093,87,40,38,7,91
6094,83,49,50,39,85
6095,90,61,28,69,53
6096,77,48,67,67,62
6097,75,20,15,90,71
6098,87,51,0,64,83
6099,78,44,1,45,81
6100,75,88,38,70,96
6101,73,100,26,50,64
6102,75,74,55,37,68
6103,91,81,31,55,68
6104,94,64,45,63,87
6105,61,85,73,54,85
6106,70,69,13,87,78
6107,67,63,51,55,74
6108,75,38,65,77,80
6109,83,37,57,38,90
6110,71,68,0,31,83
6111,64,72,64,56,64
6112,58,51,67,63,77
6113,72,18,48,71,79
6114,81,100,38,55,92
6115,79,42,59,59,86
6116,76,60,62,72,84
6117,53,100,48,39,74
6118,81,63,3,58,88
6119,78,41,27,62,94
6120,93,70,21,38,77
6121,85,100,84,42,63
6122,90,60,15,70,85
6123,75,76,30,83,81
6124,70,74,34,36,83
6125,84,30,98,74,84
6126,70,81,36,59,87
6127,67,49,39,72,94
6128,67,58,37,44,65
6129,74,59,57,74,67
6130,70,93,47,68,73
6131,77,77,75,93,71
6132,89,87,38,64,93
6133,73,38,28,49,81
6134,67,100,55,78,69
6135,61,100,62,61,72
6136,78,100,71,88,76
6137,70,56,35,46,80
6138,76,65,40,50,82
6139,68,60,72,23,75
6140,77,67,33,60,79
6141,78,48,100,74,79
6142,73,61,30,59,69
6143,78,34,35,35,71
6144,56,48,52,100,72
6145,69,69,57,61,79
6146,86,32,52,100,89
6147,84,30,21,50,76
6148,82,92,38,74,86
6149,77,40,0,66,94
6150,78,33,6,33,84
6151,79,78,68,69,86
6152,74,38,45,46,76
6153,64,76,6,49,70
6154,52,22,64,70,77
6155,77,88,20,57,81
6156,65,49,59,62,85
6157,74,60,70,75,79
6158,68,60,90,71,73
6159,82,64,0,82,82
6160,52,46,51,83,80
6161,92,100,24,26,90
6162,81,76,36,43,80
6163,73,29,44,56,88
6164,78,45,15,30,67
6165,88,79,31,57,84
6166,76,67,16,84,83
6167,100,77,56,44,72
6168,61,100,51,70,66
6169,61,74,75,57,88
6170,75,49,68,64,79
6171,87,60,26,84,90
6172,84,92,52,76,85
6173,77,38,0,79,81
6174,79,46,49,87,78
6175,75,67,0,64,82
6176,78,0,53,98,77
6177,69,79,16,73,79
6178,73,76,55,71,65
6179,70,84,80,36,74
6180,82,74,100,66,91
6181,71,3,53,67,85
6182,85,88,0,71,82
6183,70,61,30,62,86
6184,78,99,54,45,100
6185,69,69,28,41,95
6186,51,30,31,84,69
6187,85,82,37,57,72
6188,94,83,65,60,77
6189,82,24,20,67,81
6190,59,51,95,59,82
6191,71,33,60,51,69
6192,94,71,16,72,85
6193,73,69,32,63,78
6194,62,82,33,41,76
6195,72,92,60,41,80
6196,66,69,55,86,100
6197,72,39,57,84,64
6198,58,32,43,77,79
6199,71,57,58,41,81
6200,72,96,25,27,75
6201,78,52,11,70,74
6202,72,49,69,56,75
6203,51,29,35,59,91
6204,64,80,45,89,96
6205,73,73,14,56,77
6206,62,99,0,59,85
6207,82,77,22,79,95
6208,76,86,47,50,80
6209,82,80,91,30,86
6210,59,52,20,37,82
6211,89,100,0,80,87
6212,89,63,52,43,80
6213,79,100,12,53,80
6214,80,45,0,77,72
6215,71,100,39,57,81
6216,81,56,65,81,78
6217,91,38,84,62,83
6218,75,77,51,78,70
6219,83,77,74,63,66
6220,74,83,23,39,86
6221,69,49,34,37,78
6222,67,95,28,75,76
6223,80,47,55,41,87
6224,70,100,0,24,63
6225,66,13,40,85,82
6226,74,79,37,88,81
6227,87,50,20,93,66
6228,74,100,0,44,83
6229,66,93,22,44,69
6230,87,53,28,59,81
6231,74,47,14,100,92
6232,82,87,60,51,68
6233,73,73,32,45,79
6234,75,42,22,58,87
6235,86,47,0,46,90
6236,76,29,47,64,82
6237,71,86,40,55,56
6238,100,65,23,39,84
6239,59,58,26,47,90
6240,84,56,25,59,98
6241,92,100,74,54,67
6242,68,53,4,60,63
6243,59,96,27,60,78
6244,67,21,59,29,76
6245,68,48,0,82,82
6246,74,74,39,80,80
6247,90,64,2,72,81
6248,62,36,40,65,68
6249,83,75,0,36,85
6250,72,66,37,79,74
6251,58,46,45,29,70
6252,74,27,26,33,69
6253,83,57,73,45,65
6254,73,46,53,87,71
6255,86,29,59,91,81
6256,74,93,18,48,87
6257,72,63,38,53,78
6258,79,88,48,65,77
6259,74,70,16,38,83
6260,72,45,38,99,90
