准考證號,國文,英文,數學
7730,90,93,56
8792,71,49,0
5991,72,72,78
3556,84,75,27
2551,62,68,52
8474,58,52,16
4864,100,60,55
4699,68,71,21
2858,79,78,41
1096,76,76,61
4694,75,100,67
7848,74,45,46
8548,79,28,70
1172,77,66,71
9184,87,50,20
4904,72,52,24
7661,56,89,66
1421,79,56,63
7751,73,92,47
2152,81,100,78
7173,84,36,17
4455,90,91,24
801,86,62,20
9712,70,59,9
6520,64,35,70
2916,78,55,47
8926,74,31,21
6485,67,7,52
2863,74,29,21
5482,77,48,0
548,82,49,56
7229,84,57,32
7448,80,81,0
1669,84,37,38
4012,87,66,46
6404,77,41,9
2229,64,78,21
5950,78,58,22
7304,84,62,18
8337,68,95,10
9749,93,46,29
1996,79,30,0
3700,61,64,28
1169,84,82,6
655,75,47,28
3677,80,41,30
7164,63,43,77
9861,66,24,95
2713,74,85,47
3313,75,76,34
67,83,100,50
8955,67,82,79
7543,94,63,43
285,68,28,50
7970,65,63,6
8120,76,47,0
4549,76,71,34
361,76,35,0
9540,70,65,74
4547,76,93,55
9247,72,23,90
4787,59,39,39
2833,69,100,85
4926,81,80,67
3004,76,45,61
3230,85,29,51
4682,81,100,58
398,51,28,53
9747,70,100,23
3030,71,67,0
9132,78,28,14
8061,69,51,59
1028,72,67,42
7695,82,37,24
4160,84,71,49
7640,77,97,22
1842,81,82,28
7308,81,72,90
384,70,95,21
1714,83,80,63
4692,90,44,78
2333,69,30,45
9483,59,27,21
3141,80,39,31
5520,73,74,39
5144,69,98,56
9038,63,85,46
8728,80,91,27
4260,71,11,70
147,75,70,18
8162,79,100,46
1570,76,80,38
6500,86,74,55
9713,89,54,78
9911,70,49,36
8070,67,58,64
3645,81,43,71
164,75,72,33
3824,71,56,41
4957,68,19,51
3112,79,48,8
1810,81,57,53
9886,62,66,54
2170,78,100,87
8580,70,32,40
7221,88,80,6
6129,74,59,57
4662,82,43,47
7199,62,83,60
5580,77,38,58
9828,68,74,37
8721,79,79,34
3052,74,62,49
4463,73,52,25
3458,69,67,57
5318,76,82,42
2088,88,51,38
5316,86,82,0
9065,74,30,81
6749,99,28,19
2908,80,77,39
8750,68,76,2
2688,92,67,57
3599,88,78,0
1133,83,62,27
2224,80,77,17
6014,67,89,55
2668,70,100,99
6708,82,71,28
1213,82,68,76
7694,65,24,29
9162,68,41,61
8873,86,24,30
8203,74,80,0
7689,77,61,43
4611,70,29,43
3866,75,47,20
8009,74,50,35
1430,83,60,48
5584,65,71,26
4202,68,53,40
2415,88,42,16
507,65,95,57
2950,63,20,14
3494,73,48,25
9621,84,63,18
3288,61,90,66
1833,84,56,0
9588,83,54,90
4907,66,43,23
3685,50,100,37
5801,61,59,86
7273,73,58,0
9213,77,41,69
8615,94,72,0
954,80,87,89
8505,67,100,38
9227,87,100,46
8044,82,10,17
6688,72,60,2
8263,80,54,53
7907,78,55,64
1044,93,59,22
9593,71,100,93
5263,88,38,81
1870,66,54,50
4495,47,92,62
3453,81,74,12
2393,78,59,23
104,75,79,38
2649,99,39,86
6710,70,81,33
2720,74,65,25
5794,63,75,42
9841,66,41,19
7278,81,71,66
5949,72,53,34
3988,81,51,55
7911,73,41,44
3319,80,81,15
5676,76,75,23
2038,90,97,23
8977,61,36,51
277,65,97,33
1832,81,87,35
7268,78,69,0
8567,65,100,29
8894,79,28,76
328,83,51,60
4439,85,34,53
2447,61,58,100
5512,83,85,49
6463,77,16,58
9384,79,59,74
2134,66,80,58
7992,53,78,56
466,95,83,35
2698,74,72,19
6251,58,46,45
3206,67,37,67
9567,84,66,80
4370,79,83,48
9252,59,84,7
7974,79,44,6
3933,57,0,68
5271,75,100,35
6339,68,100,31
8026,76,64,0
5478,61,89,8
7319,85,58,0
239,82,63,39
7036,95,66,6
3089,77,100,55
7530,83,71,0
2990,47,64,0
6831,58,92,22
2560,61,66,9
2087,79,45,44
3354,80,80,40
3470,87,100,23
1474,73,65,60
5122,47,84,58
198,58,84,50
7592,83,60,15
429,70,78,35
7836,93,90,42
1555,65,85,0
7610,85,47,15
4493,75,100,19
7576,85,49,56
8107,86,71,67
6648,89,100,53
4461,92,56,100
5491,77,36,54
3893,93,28,52
7679,73,33,58
9046,67,55,53
6132,89,87,38
3997,70,97,56
3518,78,65,0
2887,83,23,15
8314,67,24,11
492,77,81,51
8202,85,21,0
813,81,63,72
6945,76,64,37
9624,82,100,46
81,68,55,0
8349,80,48,46
4848,67,88,79
7266,46,59,18
8772,73,45,72
1327,72,19,56
1903,70,66,53
5690,82,44,59
6231,74,47,14
1450,85,56,24
5744,66,18,58
7738,64,71,38
6635,75,74,31
3174,74,100,24
1529,52,0,0
3616,71,40,44
4853,38,84,76
7290,81,59,45
6685,59,96,76
2355,72,47,69
6180,82,74,100
5733,70,51,44
5035,58,100,44
8695,82,67,63
6029,70,79,26
7383,74,65,78
1417,69,56,94
6993,85,59,12
4480,60,100,35
573,76,52,79
4206,76,85,73
3727,86,52,39
6385,82,7,10
5490,87,49,57
9699,71,55,38
7097,63,96,64
248,70,53,22
5382,74,38,53
1485,73,70,49
6813,78,44,79
6770,74,37,79
5572,73,50,14
5034,83,70,59
2563,91,59,73
9288,59,79,60
8005,75,21,31
2545,79,74,24
5996,86,48,62
7996,86,69,68
9954,72,100,38
2580,67,72,24
7080,58,100,54
1384,87,80,3
5695,62,60,46
946,83,89,46
4161,74,100,28
5501,72,80,23
7852,73,58,70
756,72,39,100
4571,63,61,16
690,71,82,35
4506,70,69,28
7353,74,34,0
3984,74,67,39
7214,66,63,11
1830,72,97,44
1899,78,100,21
7789,62,73,24
2223,71,93,24
1408,81,100,61
993,66,65,46
5011,80,47,41
9128,77,79,30
4944,64,100,73
5941,88,53,67
7646,86,49,59
1701,79,53,4
1516,79,49,53
6495,72,62,29
5303,86,51,26
305,68,72,48
2494,71,76,31
9570,61,69,65
5864,74,77,18
6693,74,54,37
5550,86,49,23
3710,70,79,48
1210,67,64,49
2066,66,100,70
2555,72,70,65
5998,83,82,49
7741,72,65,30
3883,75,28,81
9934,67,67,0
6841,82,56,0
5532,71,100,41
7924,63,76,53
5423,80,64,53
5946,64,100,40
371,79,37,83
5812,89,74,43
1880,67,89,50
4830,73,56,0
7908,74,51,16
1115,76,50,17
6995,77,72,15
4176,98,43,42
9029,60,53,32
7713,77,53,27
7595,94,74,0
8212,81,63,20
6675,79,70,17
6599,78,53,0
6908,97,80,70
8632,76,81,84
3867,60,87,62
2730,77,82,34
3759,71,54,96
6918,64,100,45
3053,88,72,0
7400,65,25,40
8735,73,67,47
5590,87,69,39
7809,79,7,33
1461,85,88,0
3436,66,57,22
9357,61,85,24
4983,90,38,45
8519,84,23,87
7086,64,60,82
8956,82,100,51
1556,66,11,24
65,51,100,60
2118,67,0,40
3496,83,67,37
1478,57,52,21
252,71,28,26
4791,72,73,16
2810,62,65,74
7522,71,93,35
5199,54,50,36
3249,92,15,12
2647,84,66,15
5148,82,35,0
9188,88,74,36
9557,63,78,25
210,87,33,3
3158,80,63,26
4226,80,95,61
7697,74,91,48
9676,68,72,23
9850,68,92,64
3931,64,100,11
5565,82,85,63
6095,90,61,28
6175,75,67,0
3414,60,58,81
779,68,31,61
8720,74,85,35
403,57,48,50
3349,82,18,100
4421,56,69,39
7477,56,47,37
438,89,100,83
3229,96,59,0
7363,85,41,39
6885,62,67,9
8450,65,73,34
8108,75,80,31
9428,76,100,27
7902,55,19,0
7296,70,72,25
5513,44,63,10
4380,65,46,17
8465,86,54,45
8451,82,64,77
153,67,47,52
7565,63,51,20
7837,65,100,0
1803,69,30,47
5479,61,68,3
8776,84,48,5
898,74,70,54
6619,76,52,16
1936,81,59,16
6477,77,38,41
2337,78,100,68
353,95,22,32
9640,84,95,61
7087,65,18,22
7429,72,71,0
4103,60,17,57
4365,85,47,0
4243,59,62,49
4269,64,48,0
4576,63,42,74
9925,69,68,35
2898,63,50,39
635,74,27,38
4252,61,19,44
1471,72,96,63
8312,61,76,39
1963,68,64,52
6903,53,54,35
1768,78,100,42
4023,66,75,58
203,75,90,12
4577,81,65,36
1757,85,69,44
8981,71,78,38
8920,81,41,41
8426,63,61,44
5741,83,54,66
2636,74,24,8
4268,78,54,54
2585,86,75,19
9421,83,66,0
1745,80,81,47
2340,62,25,38
6692,67,89,40
1009,84,51,35
4931,75,58,40
3554,64,66,40
9982,83,94,28
2963,78,70,32
2774,97,53,54
8004,79,81,49
9441,80,70,61
4164,70,40,36
8759,68,100,11
3395,64,94,54
3287,74,55,40
6473,66,70,51
3429,87,46,0
8087,90,59,75
8855,69,37,76
9957,77,50,39
6427,75,82,5
3461,76,43,23
1525,87,78,79
6730,64,52,100
9460,91,99,14
4409,72,58,64
4403,75,53,50
8836,61,50,26
4469,88,97,13
3913,87,66,0
2403,80,81,0
8229,61,41,18
7709,74,88,39
3507,67,82,78
2607,60,62,31
8522,80,62,16
4948,86,62,63
3441,100,84,87
6784,61,79,74
1741,73,71,52
9008,58,76,81
9543,66,41,83
6898,79,27,0
7930,74,61,51
4541,75,57,0
4142,70,55,24
6076,68,100,22
1025,55,76,9
8846,61,44,39
5344,70,61,54
9603,67,35,34
6159,82,64,0
3851,83,64,0
4817,92,74,36
7979,82,100,13
1492,72,70,3
1819,69,24,80
9235,88,62,46
337,77,48,86
4795,70,93,44
8600,65,81,41
5907,59,89,83
9823,70,96,77
9908,65,11,51
2831,90,43,11
8122,83,65,20
8740,58,39,54
7981,75,28,35
190,70,55,0
705,76,48,32
5407,70,71,61
8547,84,64,27
7344,83,40,49
7517,72,79,59
6674,78,53,0
3653,62,32,40
3872,57,67,21
6747,88,100,60
3431,78,49,65
3538,71,83,55
298,75,69,80
4932,69,53,39
2741,77,81,56
4875,75,50,27
8610,77,28,0
6911,74,74,44
8248,86,72,16
7943,67,79,62
4557,73,82,41
9899,67,76,0
3363,70,47,46
6698,80,39,34
3504,72,80,1
2533,76,47,44
2763,78,79,19
1363,84,45,82
774,95,40,0
8517,63,100,0
5698,82,63,56
5445,72,39,16
1342,78,100,53
2792,63,39,100
3614,77,22,12
9403,72,38,19
9437,69,72,12
4408,86,38,51
8516,64,26,100
5372,91,85,39
4426,84,52,68
9821,74,67,80
3684,81,84,57
4352,89,92,51
317,90,60,87
8095,84,54,100
279,75,52,51
5872,74,61,40
7781,85,67,26
1159,71,79,23
2572,72,70,5
5393,83,31,27
8912,81,80,77
1993,89,87,59
4427,91,80,31
5131,79,97,28
8710,68,81,17
867,59,42,43
4736,90,71,19
1277,71,76,73
9923,91,37,20
7457,79,95,0
2947,85,100,93
188,73,85,31
1599,61,37,11
4311,76,34,35
6923,75,75,78
9633,84,53,26
6291,79,62,0
6655,53,100,15
4922,77,37,91
3305,70,32,56
4939,75,75,47
6660,91,59,64
6411,65,87,100
6138,76,65,40
5133,100,94,50
9879,73,83,9
5398,70,40,34
3484,77,44,27
4364,78,55,63
9691,72,34,56
7719,78,79,33
1200,74,100,0
8456,75,82,75
4886,65,95,24
7921,81,36,31
6748,91,35,21
6414,74,95,87
3629,61,50,36
3420,78,70,18
621,78,63,31
3366,73,13,60
4192,76,50,26
4933,83,60,55
9903,57,66,0
7810,84,77,42
1760,84,44,0
6531,69,46,43
1094,67,46,59
6820,87,60,69
9275,68,71,2
2285,88,76,64
1964,79,30,7
6451,78,74,68
9153,70,66,57
1958,97,72,59
3111,72,43,34
9290,66,47,32
4645,81,35,0
1399,79,70,11
7203,88,73,34
2875,93,75,31
1955,73,65,34
3334,67,46,73
4152,64,61,21
3602,63,65,74
6700,60,76,10
2351,62,57,37
7651,83,74,47
2348,80,59,18
808,100,87,56
2962,74,51,44
1804,72,57,62
9592,77,51,16
7140,74,47,49
9068,58,100,41
8221,69,66,0
3721,99,66,27
8989,45,51,52
6267,71,54,25
4539,72,21,20
9775,65,63,28
1865,71,49,70
5725,95,51,57
4016,70,70,65
6533,68,31,80
5249,92,17,56
9735,71,100,67
9502,84,100,37
57,63,98,71
9985,58,48,62
9308,66,77,48
1761,52,71,44
2448,70,38,100
9449,77,74,1
8725,77,69,85
3471,69,100,25
6479,73,53,11
3278,65,100,17
5563,69,44,75
6846,79,89,35
2080,74,70,40
7578,85,80,41
1794,75,79,31
5447,77,58,45
2018,75,79,26
7963,72,72,0
6873,93,100,53
3542,74,63,0
1918,76,94,0
6290,56,90,0
9459,61,35,36
1999,88,29,33
4658,62,99,61
4310,79,7,57
2371,72,93,44
1335,72,100,50
1622,80,94,55
2676,92,10,0
4874,73,78,61
563,76,76,0
6932,72,47,55
2373,56,91,52
7112,78,48,72
1064,78,65,47
9053,81,57,0
7398,51,73,38
849,70,85,19
7526,79,30,40
7933,64,76,43
3901,83,59,0
8595,70,51,2
1268,77,59,28
596,74,44,39
3973,72,28,2
5736,72,84,52
5988,83,93,62
567,54,53,47
3743,65,68,85
751,68,60,16
4309,52,80,30
5959,78,50,48
4301,80,59,31
7659,90,58,60
8096,90,50,38
1012,80,56,46
2221,79,69,66
502,77,49,22
5107,67,74,47
878,80,100,8
6793,83,45,26
2675,84,55,68
378,76,51,45
6188,94,83,65
5012,63,65,48
192,73,50,72
439,83,100,77
897,62,35,0
9550,77,62,34
7598,87,45,36
3244,79,94,43
2335,79,71,15
8834,72,92,36
1300,89,48,0
8675,66,18,36
7027,80,7,28
2924,73,37,58
1456,72,51,0
4862,78,43,81
6259,74,70,16
7359,72,31,42
6102,75,74,55
7761,72,15,15
4716,66,53,47
7626,72,78,50
7772,73,52,25
6522,74,63,45
73,88,14,79
3312,48,93,4
6108,75,38,65
6992,88,53,0
2234,73,60,44
8534,84,68,27
8192,82,52,2
2710,72,94,10
6336,79,68,5
572,74,100,46
9387,77,26,50
3498,67,97,23
9862,58,41,77
5298,75,28,52
5395,73,51,42
1396,70,65,48
4729,79,40,22
4092,68,29,36
918,89,68,29
3585,62,99,5
1892,61,52,2
3663,78,62,58
2498,89,84,35
9685,79,67,52
5628,69,42,38
903,71,100,20
7200,69,35,55
1886,77,49,46
4763,65,3,65
5770,71,23,47
9306,87,60,8
5953,89,64,45
5755,61,78,55
6062,78,81,51
5159,73,74,46
5643,62,32,30
1615,85,74,13
4790,78,87,30
5069,77,91,27
7531,83,53,53
9056,65,61,63
3611,51,77,12
7227,78,80,33
7083,81,62,60
257,85,14,40
3146,75,90,93
31,73,76,66
8907,87,42,82
6585,80,62,100
1749,76,70,33
1713,63,93,58
5450,80,43,33
3794,77,89,38
7563,67,84,50
9642,80,44,44
2442,69,90,21
620,63,99,31
8390,77,65,59
8045,66,56,81
7306,67,93,28
2098,73,71,36
9876,79,70,0
1352,57,76,20
1151,80,46,33
8169,95,73,72
3628,74,54,10
7301,68,54,7
3549,81,67,6
629,79,49,73
4618,74,80,58
2618,69,27,61
7958,64,55,25
8678,59,33,66
8146,71,68,12
9964,61,28,28
6345,88,56,62
9565,66,62,51
1671,72,78,53
6508,80,61,49
9893,54,32,46
7077,81,100,71
4798,74,46,38
1201,59,40,64
2220,69,61,40
7855,80,27,70
2692,84,100,19
20,70,80,22
9180,75,74,3
2622,70,77,0
7099,71,100,28
3046,66,64,38
379,82,61,9
5952,80,51,14
8671,69,84,11
5669,70,100,100
6816,68,52,38
9198,64,58,9
142,67,45,0
1610,91,68,62
8574,68,46,30
8802,72,76,20
9286,76,84,40
7277,56,63,40
829,85,74,23
8331,78,23,49
1770,63,77,29
9704,59,80,28
1377,85,71,56
9172,64,65,46
9569,76,88,14
5823,78,91,38
4021,76,81,56
9450,80,100,46
3121,54,62,67
3703,74,64,15
2603,65,87,27
4626,63,82,49
8849,92,51,0
2881,73,77,3
3143,68,53,30
9176,99,79,34
6687,86,65,100
8582,65,1,43
4266,46,39,64
5978,80,27,5
9539,65,66,42
7456,71,57,7
1700,85,55,27
278,67,56,13
9250,78,44,0
781,69,81,42
6017,78,100,58
1310,70,83,89
1481,63,69,39
4323,90,58,21
427,68,65,80
7471,74,65,48
209,72,42,92
6991,89,82,78
7195,72,74,52
1587,80,40,86
2028,75,44,60
4114,80,60,100
9106,61,48,53
2565,85,81,33
8899,69,64,14
6625,69,100,43
5627,84,28,29
5280,55,44,35
555,78,76,25
8455,83,82,0
5562,86,35,39
7452,72,33,24
1285,67,100,18
3342,84,54,77
7497,67,54,12
4717,71,49,58
8394,99,91,33
334,81,44,92
7935,81,59,50
9263,77,71,52
9611,66,84,26
3936,80,58,79
4419,68,10,13
6031,70,100,12
7129,80,81,31
5587,77,60,34
6764,69,92,61
9782,82,28,18
6905,63,29,21
9412,75,83,27
6074,71,47,25
7638,71,89,0
8393,84,100,18
6622,87,63,24
1686,78,88,0
8092,76,55,12
9930,69,56,54
8842,82,100,58
820,85,79,37
8101,77,73,0
7514,68,31,40
2020,68,53,0
1121,74,34,31
9057,85,60,39
875,89,26,56
2868,67,34,0
6018,72,54,0
8551,87,41,14
2571,77,47,18
5848,86,90,0
6957,69,85,8
5114,94,85,15
7071,75,50,61
6230,87,53,28
9359,61,72,30
64,82,86,0
8118,75,33,16
637,84,40,23
5205,71,100,40
5885,53,58,78
1458,73,59,33
7484,82,100,17
6273,79,91,12
8765,79,100,57
360,62,46,100
1401,79,51,38
6338,68,93,54
6827,71,23,73
7238,79,97,45
5149,81,100,68
3827,83,41,87
8598,86,79,43
8979,70,51,52
8923,68,41,41
3555,64,77,86
3047,82,80,29
4316,79,95,35
9371,76,65,64
2184,74,100,33
1779,55,53,46
4941,75,35,75
5798,64,68,41
2276,80,87,0
6068,72,82,28
2232,82,50,10
8304,80,58,85
7404,77,67,52
8165,94,31,46
6395,53,83,0
5758,70,38,14
313,66,58,39
5440,86,86,3
7913,100,69,0
1772,72,45,57
2702,79,77,41
86,56,100,55
178,68,54,22
8942,68,24,29
9799,87,30,25
2033,96,34,44
9958,97,57,40
9179,75,42,39
6889,72,60,43
5119,57,45,18
9140,76,94,45
6222,67,95,28
1129,72,61,57
8898,72,34,43
3799,75,17,31
9347,98,71,75
7928,74,61,21
5493,57,73,49
4007,75,100,44
984,77,77,55
4215,74,71,41
5847,84,18,41
3095,79,44,74
1883,86,75,46
9332,88,80,44
1720,79,86,17
6310,77,75,35
6052,63,36,59
5443,82,52,55
4998,73,69,11
6085,92,51,35
7829,81,35,8
3388,73,55,34
8657,78,74,0
4392,55,48,98
8627,74,51,55
9807,73,30,88
9635,58,51,46
1246,75,24,51
9940,76,60,40
5942,84,100,49
2425,81,57,34
7008,82,39,23
5747,73,58,73
166,76,93,45
7006,92,96,32
4313,74,41,23
7652,69,47,23
4104,81,13,45
3154,73,31,6
7470,71,52,74
4740,63,77,60
5156,76,63,0
3459,62,78,45
4312,74,91,62
6745,80,83,2
8701,66,65,46
3226,65,58,29
1520,66,14,13
9675,82,74,57
5152,53,78,65
2530,67,66,92
5030,62,23,60
2754,62,51,0
7066,80,57,52
4602,63,80,31
4425,91,49,27
5500,82,49,20
3853,84,75,61
4345,79,57,80
607,85,85,19
5281,85,82,44
3648,79,57,40
6496,74,68,45
258,67,98,32
9434,69,42,32
6355,78,58,46
1190,58,60,61
1125,76,0,0
7611,75,51,80
4715,86,100,4
8754,95,93,28
7786,61,90,31
7841,77,90,0
3503,74,90,62
2576,75,56,36
6361,70,89,50
6551,58,3,15
3776,48,100,23
8775,71,45,20
1709,65,89,66
7240,80,100,31
3058,63,54,77
891,56,44,57
6383,56,96,35
3051,77,66,63
2163,93,97,81
5761,75,91,38
2914,80,68,0
5745,79,87,51
8866,65,63,27
2807,77,85,26
1449,87,46,27
8762,74,53,30
9073,88,100,29
409,75,40,39
4267,82,71,21
3102,88,53,14
1657,71,73,27
907,67,88,3
4548,99,85,46
6326,73,81,34
7521,75,98,47
7144,81,50,43
1255,73,65,51
4361,76,42,43
4293,77,87,21
3028,88,94,24
994,100,37,51
2513,74,92,4
3847,84,39,32
8641,76,56,23
7818,79,95,83
9703,90,64,53
4945,73,88,49
7183,72,97,12
633,62,54,96
7472,88,67,56
9218,65,84,100
6949,72,100,51
6155,77,88,20
6,46,49,100
4733,77,94,32
6902,92,66,6
8518,91,69,14
2230,73,79,86
4216,67,100,58
4525,85,67,31
7790,87,80,0
4089,77,65,45
4099,94,61,42
5185,71,88,37
7579,59,49,77
3265,56,75,6
9514,72,64,13
2146,43,100,67
3604,89,61,18
2505,73,64,47
8760,63,55,97
5785,43,26,56
6588,42,71,52
4674,63,40,74
6277,73,57,18
5956,73,99,16
1,85,80,59
1404,86,56,42
8530,73,19,72
8605,84,68,46
2569,81,74,29
5573,83,57,61
5008,97,69,51
4025,71,74,34
5986,78,28,57
1320,61,56,56
6805,67,81,73
9442,81,44,44
4579,79,100,52
9404,78,0,76
5795,73,97,35
7858,68,74,41
2245,84,53,30
9374,57,42,34
432,63,74,7
4929,86,73,34
2894,93,86,22
2679,81,47,18
9093,74,93,33
5979,89,77,0
7224,69,48,40
1218,72,54,66
5078,65,59,53
3928,87,73,36
1632,74,51,9
1537,77,57,75
7912,82,71,71
1647,75,100,10
8552,75,54,61
7341,72,42,17
2509,84,75,32
916,64,97,31
6158,68,60,90
1894,72,58,7
8669,72,51,19
8163,74,55,39
9313,76,90,40
4993,60,77,66
3618,87,100,34
3298,43,88,76
6636,85,81,17
3705,75,72,40
9240,60,76,38
5018,82,51,52
4540,76,69,26
9731,81,60,75
3129,84,62,40
8996,83,56,59
8978,82,86,70
3432,65,100,35
9887,70,100,20
8093,81,63,11
1126,80,97,27
5968,71,64,58
6050,70,88,43
4516,79,85,87
4526,98,50,41
8654,81,15,59
6101,73,100,26
5840,66,63,6
9819,87,57,13
9892,82,25,74
5892,64,73,0
9108,97,53,50
5599,80,77,18
4696,72,60,17
7566,91,83,49
2755,75,79,36
1170,52,78,61
345,72,54,43
4629,71,53,53
1531,85,64,69
9070,65,58,64
6011,82,38,0
5889,80,53,45
9438,96,64,39
1470,67,35,0
2267,68,64,52
734,74,51,63
5555,83,75,2
8853,68,53,20
5188,77,34,42
7255,50,42,16
2935,81,89,77
3982,71,76,63
2536,68,32,50
2271,81,9,16
800,84,67,41
7020,78,53,43
6484,80,78,46
2325,76,79,16
1385,75,56,69
5871,92,79,70
649,83,73,16
9452,79,100,12
8485,62,40,29
4407,66,90,63
7498,82,39,65
6447,72,36,34
2653,73,93,58
2479,84,81,42
3767,71,74,0
2726,76,77,83
6540,75,31,40
5269,66,68,46
8933,75,39,0
3915,58,97,2
987,80,77,37
2201,88,62,14
112,61,80,16
9553,86,31,69
5994,70,78,58
8282,62,48,66
1128,95,17,19
6556,67,61,61
3757,89,47,45
8352,73,92,17
9302,84,100,25
5111,64,100,100
6229,66,93,22
3118,95,39,39
7817,85,99,0
5331,80,74,25
6178,73,76,55
9113,58,73,9
9763,100,51,13
2793,72,53,95
8570,100,75,57
9764,76,65,34
7399,88,41,73
8222,65,32,11
9991,85,44,24
5168,63,33,55
6610,74,49,0
8609,84,77,84
2095,71,54,45
4518,89,48,26
6060,76,100,35
3619,86,67,61
2000,99,44,47
894,82,43,82
9813,74,82,24
327,69,40,85
4775,70,87,47
2046,87,31,36
9378,76,47,46
469,64,30,55
8612,65,78,77
7860,63,46,51
1146,78,60,51
9294,83,88,0
5444,65,76,68
1106,85,59,49
1777,86,47,21
2764,79,37,35
2656,70,71,0
5198,74,64,57
6260,72,45,38
1145,74,100,50
3013,57,68,0
6247,90,64,2
4811,62,47,44
869,85,48,21
3753,64,95,69
2859,79,60,27
5663,71,52,41
254,72,100,0
1095,80,70,41
5539,72,73,41
9322,87,69,58
7425,70,53,77
2936,80,78,44
5186,82,86,37
1888,74,47,40
2830,91,73,14
251,90,57,0
8835,73,55,32
6811,63,91,49
4710,82,56,33
1245,70,53,0
6296,100,65,52
611,73,2,77
6887,74,62,68
261,85,48,25
141,77,95,27
5605,65,72,71
4693,65,96,24
8134,85,29,0
4412,72,92,11
3526,85,44,74
4070,58,12,51
6111,64,72,64
9574,77,43,64
8267,62,45,34
2638,72,65,0
1670,73,95,13
7808,71,41,31
654,72,64,0
5552,83,69,38
5097,66,64,0
7582,66,100,74
2515,62,65,70
9396,68,86,39
1466,81,27,38
720,85,40,76
6529,79,71,38
2219,75,34,20
5896,79,48,73
3577,84,59,33
9039,69,91,38
7632,82,64,21
8998,74,62,39
8649,62,47,22
216,87,78,69
4460,82,95,72
7951,60,60,50
8731,63,42,17
3486,66,72,0
1346,90,35,41
6438,82,34,59
2127,68,49,91
3352,70,86,79
5533,74,65,51
1913,77,46,76
4019,69,54,35
5626,72,57,82
8764,81,32,56
6283,75,64,5
1783,66,81,26
4580,66,81,12
4055,64,89,19
5967,75,100,57
7187,65,73,96
7216,70,95,34
2375,89,75,30
1110,96,56,11
310,91,54,39
4287,63,86,22
6963,79,95,82
7747,67,53,78
8302,66,59,4
3151,61,91,54
4986,46,100,39
1600,72,88,40
5962,74,70,55
290,84,79,0
7785,49,62,14
9295,81,60,81
5929,65,45,18
8072,94,38,0
2078,75,49,0
4417,70,69,29
3814,62,60,7
9788,96,34,69
1914,92,46,28
5570,83,79,36
6857,77,84,41
3088,66,53,0
1791,78,43,49
8588,69,38,45
180,83,23,25
2190,68,97,47
281,73,77,55
3953,61,52,52
5190,72,72,11
7780,67,26,49
4377,83,62,43
6219,83,77,74
5846,82,68,5
5374,74,24,21
2451,82,41,70
6672,97,25,53
2633,59,59,66
566,75,51,25
100,77,28,35
8336,65,54,100
7828,81,66,21
4249,76,88,42
7211,90,32,37
3285,56,100,45
518,67,62,73
9109,57,53,24
1416,78,40,65
4750,65,89,16
6723,78,71,44
7039,85,64,27
4714,75,32,14
9270,77,74,15
9781,72,48,32
3510,63,37,92
7245,64,55,23
7215,66,73,100
4273,75,48,25
9430,79,73,2
5787,81,56,63
2993,59,53,12
5153,76,77,23
5714,76,14,15
3688,80,91,31
8839,67,63,9
7703,89,42,35
7962,79,67,40
109,80,94,30
9045,66,68,0
1504,79,81,53
1479,78,66,13
3370,69,3,0
9715,61,53,24
3269,82,55,41
8380,76,56,30
2854,75,31,45
2801,79,69,47
2930,73,85,0
9733,57,91,47
4397,89,55,49
8375,55,55,4
666,98,41,62
4127,65,70,0
9766,78,82,47
8864,54,100,0
6587,93,64,68
3532,67,76,55
9284,80,44,23
1472,95,74,43
7607,64,56,59
964,84,43,15
5112,86,54,81
1197,60,36,10
2771,95,36,25
3464,87,100,68
9990,51,87,0
5779,61,71,36
7024,85,100,4
6090,78,42,43
9351,74,56,40
9769,82,70,29
4010,83,28,61
9453,79,25,91
2900,90,86,40
2862,55,92,35
3573,80,71,100
8499,93,62,52
8021,83,88,6
7397,71,79,52
4186,74,88,91
128,76,53,45
6121,85,100,84
7386,65,68,80
114,61,79,49
7438,68,59,6
325,72,84,25
9059,59,57,6
3117,58,37,59
4982,69,67,48
3578,91,65,24
8313,76,22,5
4601,60,80,57
8059,76,0,45
9355,74,50,0
3054,73,92,70
8867,82,97,29
9208,63,48,58
8946,95,46,69
845,74,32,31
6086,75,38,43
6181,71,3,53
9111,83,100,72
5021,75,41,60
7191,85,87,47
8121,71,51,0
7648,64,100,56
2169,97,92,30
6664,62,65,27
9638,69,66,77
4599,76,10,66
3290,78,74,0
4167,78,70,2
7100,59,83,62
3009,69,100,67
5106,67,42,22
396,72,12,75
8965,75,100,44
5997,66,6,20
6878,86,54,55
6879,88,100,81
7629,68,49,17
9655,71,41,41
9390,79,47,0
2512,73,73,0
6695,95,69,37
9154,96,79,74
9927,92,100,54
6115,79,42,59
646,77,77,32
4416,82,77,0
3017,54,59,50
8874,74,59,16
5922,72,41,49
4042,77,27,15
9023,78,71,36
9037,87,73,24
7519,71,100,70
3919,84,88,49
3719,76,80,44
8771,78,81,20
3008,76,62,62
5081,69,100,46
8620,87,90,39
3213,99,39,74
3564,87,100,60
2275,72,75,57
6468,81,74,87
5134,80,97,46
431,65,62,56
9197,75,73,10
4515,93,60,56
