准考證號,社會,自然
3930,76,57
6594,92,36
8914,85,57
5279,76,62
3465,73,38
3322,91,59
8853,91,100
2644,92,67
8276,76,78
7150,81,63
5448,78,45
9678,74,50
6078,74,83
7175,84,61
8701,84,59
2595,83,61
1340,75,57
4791,89,47
9784,81,42
9338,71,55
6775,79,60
4838,83,58
3176,74,28
6743,100,100
353,62,64
7619,89,81
3734,57,70
3120,89,45
7031,67,41
246,73,84
7683,79,62
4913,84,68
5166,87,70
1437,84,28
6926,79,65
7745,77,59
2094,84,43
7149,70,38
974,76,39
8854,88,73
1806,77,100
6610,83,90
3301,77,73
8351,88,76
385,77,91
9477,79,53
2569,73,65
9626,84,96
8120,66,78
1990,67,77
4266,85,23
8377,75,33
3515,81,51
6607,71,28
1721,78,19
2600,83,60
7807,88,45
3581,86,53
6974,66,69
3346,83,94
3381,84,64
2598,76,55
1182,81,65
9271,82,71
2196,83,61
4239,82,69
1864,83,76
8280,82,34
4952,76,49
8816,80,98
5,78,58
5042,88,41
2260,82,86
3901,75,73
2759,83,38
7241,89,57
6286,63,66
1681,76,48
3733,77,66
2322,74,48
7264,76,48
3546,86,66
1962,86,39
6463,72,59
5959,73,60
7023,77,49
3809,66,97
2134,81,75
9463,93,45
6087,79,70
4073,71,89
1413,83,39
9705,74,24
3393,68,94
4234,71,100
8640,86,21
6250,74,79
745,82,72
3951,86,50
3003,77,60
8267,82,61
2995,95,34
155,82,68
3041,78,100
3987,61,59
7027,61,60
5919,75,88
3090,88,57
109,71,67
4575,73,77
7820,60,45
1099,78,53
1792,78,93
4848,82,51
9106,84,44
2872,83,41
6265,84,62
5075,75,65
795,77,47
7722,87,30
9502,90,97
4696,76,86
5431,79,82
9709,74,48
8897,77,47
7693,76,53
2701,85,39
6083,95,100
9937,69,46
3674,75,24
1453,81,65
214,76,66
8115,86,44
1261,89,78
147,81,43
412,85,63
5501,84,74
3531,73,61
8168,73,66
5650,75,82
3408,80,74
7739,82,58
2691,74,56
6983,67,46
8378,71,23
9156,92,59
8073,63,41
568,69,49
3332,80,39
2314,72,61
6044,89,56
1847,68,46
2702,81,71
2127,74,75
5275,75,50
7250,83,91
9617,92,70
1904,75,39
5584,98,31
4175,87,73
2603,76,42
3032,83,38
2264,73,64
8947,88,69
7747,97,68
1180,77,12
3208,78,68
3222,77,88
6196,100,86
1335,79,63
9487,75,49
829,79,36
3001,74,60
7925,82,38
3130,80,63
2706,91,84
6500,93,49
6439,84,50
618,74,80
9694,82,58
2722,74,43
497,67,93
4078,80,54
3058,68,92
6437,80,83
2989,85,35
4994,87,73
4507,91,64
3489,81,76
3769,79,44
7312,86,49
9240,67,45
1914,81,88
1537,81,40
7042,76,51
4451,91,58
3652,95,75
5618,100,60
4153,88,26
6947,69,44
9019,76,56
2925,79,29
1015,89,35
652,89,43
2337,87,66
6586,81,67
4533,85,81
857,75,30
9365,84,39
4675,69,63
125,81,72
5721,79,68
7956,86,66
8033,77,73
6322,90,67
6357,77,35
7590,79,90
9490,77,99
6672,84,89
1620,82,32
8036,82,29
2608,78,55
9151,80,84
282,85,94
9310,67,53
4762,84,61
8362,73,66
9601,66,53
2748,85,25
9862,85,72
1130,83,48
1316,100,38
7681,75,59
6905,89,80
8261,74,27
398,69,61
6783,81,73
1275,86,65
9047,94,73
6110,83,31
9849,75,58
628,69,43
8019,70,85
4526,77,25
1899,74,91
2250,86,38
7345,78,37
163,78,47
4187,84,89
365,80,64
1950,77,83
8519,84,33
1270,85,44
6968,77,56
5492,73,58
99,91,35
8113,85,77
5486,83,80
1732,83,79
7433,80,61
4577,73,18
3859,80,95
203,78,52
9184,68,48
2277,70,59
5169,97,69
1014,75,43
605,93,25
5270,85,49
925,72,24
3833,72,48
5662,82,77
7464,77,68
5648,67,77
6669,70,69
2704,82,17
9623,87,79
9388,75,62
4473,75,67
1790,78,41
7245,75,59
2400,85,46
8984,88,56
6816,82,88
3135,95,89
6702,74,60
2806,68,26
1278,71,46
5495,70,87
3702,77,91
1369,98,49
6821,79,46
5740,82,57
2797,86,46
5323,90,14
6448,92,42
5822,100,81
5106,83,39
2620,72,32
46,80,82
8159,81,29
959,100,22
1348,82,13
7112,79,49
9666,83,33
2985,72,76
3779,82,56
7859,80,81
8742,87,65
5625,77,80
5198,88,66
3661,84,29
7343,73,57
3480,72,37
2312,81,67
9413,79,59
9284,89,42
8161,82,41
3211,80,63
572,97,41
1595,79,33
5770,76,34
3475,65,97
3895,81,55
7854,70,67
4278,86,71
6948,70,51
7193,65,100
4480,71,54
43,71,49
7456,78,60
2837,81,44
9352,75,40
1804,83,35
1881,69,88
1168,78,70
5314,76,62
2647,72,35
5636,90,34
9989,72,39
9636,73,59
1615,83,46
4347,61,57
1207,76,36
7544,75,62
3595,79,61
2982,82,76
5199,78,46
3227,78,55
8841,82,74
7977,71,93
3472,74,73
744,93,48
7717,80,72
367,79,35
7520,74,64
984,76,65
9309,67,45
5692,90,50
9669,82,18
2027,76,80
9990,88,71
8959,76,67
9665,76,82
1624,79,51
7303,95,37
2895,69,57
8777,85,50
311,76,65
5879,83,84
7483,73,63
1685,80,38
7871,86,70
4748,77,33
1343,81,79
4031,67,73
5014,88,69
9900,81,48
6719,77,29
1815,94,83
8381,92,51
980,73,38
200,90,91
2294,81,46
6909,76,74
4386,82,73
3073,93,55
5252,89,75
2011,86,60
951,75,68
7557,78,64
1282,76,50
2579,90,82
7726,66,66
747,85,89
7864,83,32
5178,83,66
1813,72,51
6696,89,42
6917,73,76
2412,78,54
2015,88,88
5223,74,83
4092,80,45
1850,74,54
1890,83,59
5787,76,66
3295,76,93
9540,94,64
4660,79,65
2435,81,77
806,76,77
1066,76,54
6955,89,72
6866,80,65
7443,86,52
4846,73,56
986,78,75
4210,77,19
107,76,85
4622,92,55
97,95,89
7812,75,87
8744,77,32
822,84,28
6231,92,100
260,73,87
250,76,85
3307,75,75
736,64,62
2369,78,95
7527,78,39
1588,95,61
5417,76,45
9825,77,56
1411,87,66
1752,86,33
5824,64,69
8488,86,57
4474,75,80
6067,82,100
3676,89,82
7831,93,88
954,84,93
7550,89,37
8776,82,77
4426,81,64
6427,99,46
7736,81,64
1585,71,65
461,82,63
9492,78,100
4450,87,82
8108,75,95
484,79,36
1013,72,31
869,87,30
1392,79,59
3768,90,33
6543,66,38
6321,83,46
5869,72,64
8851,71,37
2440,75,69
6530,82,67
9913,69,54
6625,73,55
9062,73,80
2936,67,78
2251,71,86
8176,76,50
6768,77,84
8184,74,58
401,73,45
7692,80,61
5109,87,43
9803,65,65
77,83,35
5321,76,73
1206,78,61
2330,97,94
7643,87,53
3598,80,34
7105,89,84
7972,72,35
7682,73,71
7552,75,40
5116,65,79
8967,87,100
6891,87,45
6886,81,78
3353,92,24
1467,86,81
1991,75,57
3912,77,44
1739,93,48
2472,95,52
8601,70,37
1093,77,27
3758,88,49
7857,79,73
8495,77,55
6239,90,47
1249,74,75
1862,83,53
56,89,67
5207,70,59
1430,73,50
8047,79,68
7901,79,34
7904,75,47
5825,85,56
8131,73,72
9812,85,34
5404,65,90
4080,71,35
8543,80,67
8953,74,38
2660,86,54
919,75,57
4830,67,28
3449,82,47
3078,79,38
1674,91,56
8287,84,65
5609,86,62
8821,79,52
9630,76,78
4297,81,38
8141,74,57
9992,77,64
3289,75,52
6036,95,44
5696,97,25
3523,81,56
6318,77,40
9303,81,78
5531,83,42
9360,85,55
2043,73,55
5172,74,46
1386,91,59
8956,89,70
3747,85,67
7423,85,78
2624,77,62
2376,92,50
7451,77,94
2192,68,77
9570,90,64
2497,86,67
3014,73,43
3879,77,56
1199,80,61
7352,86,51
8189,90,60
3253,88,68
3513,79,50
5541,71,51
678,76,100
3713,85,72
6933,79,100
6708,87,72
350,76,31
3543,88,42
7240,74,45
3663,70,70
1625,81,56
5808,71,40
961,70,63
6825,71,71
2935,75,52
7021,67,42
8119,72,29
8538,91,57
4935,92,72
3012,81,67
614,55,83
2186,75,58
7774,89,75
3481,77,69
3579,85,78
2765,85,65
516,81,55
6908,68,52
2819,83,56
41,79,62
3483,75,87
3038,81,87
1301,81,100
3687,88,67
5064,85,22
6043,83,100
3549,76,49
4654,86,71
7439,94,12
3467,82,88
5586,75,37
719,83,42
2871,66,62
132,84,81
4323,86,42
9042,75,52
8461,74,62
9869,74,37
2560,77,42
1875,87,63
1647,74,83
5312,68,71
4569,74,68
7154,79,26
7905,79,81
397,73,65
9567,91,94
2950,85,67
3736,85,63
7438,73,81
8089,86,54
775,80,100
5769,95,63
878,75,64
8464,86,72
7847,78,44
3403,95,33
2599,64,53
5378,73,53
4213,76,94
8845,72,59
4370,86,81
7672,70,70
5424,59,18
9538,83,46
6063,59,26
7796,65,75
7766,92,52
2080,87,86
1402,86,50
5479,75,60
4752,81,34
9699,80,30
6505,74,55
7997,82,37
5095,85,49
2395,94,83
4044,80,68
6666,87,25
3939,88,74
5635,79,49
1070,75,76
273,61,65
5326,84,45
327,90,62
1778,84,68
9120,78,24
3305,77,32
1614,84,67
5150,76,55
4957,81,73
2826,84,73
1401,73,63
588,82,50
762,66,17
2380,76,77
2875,84,74
1243,67,33
3145,77,29
5533,96,92
3569,77,73
8147,71,19
3634,86,74
5592,81,54
2101,72,57
2203,77,48
1980,78,68
907,90,42
7106,73,77
4497,76,40
9807,83,65
100,71,32
8040,63,64
6246,80,80
446,76,48
9193,78,79
413,60,49
908,85,47
1926,84,90
3390,87,55
7781,67,51
2246,70,38
7627,84,67
7856,91,57
1800,86,32
1403,82,48
9500,79,65
8221,83,39
6954,78,98
7114,88,89
338,79,70
8433,70,69
5757,70,74
8825,74,85
4230,69,72
9324,77,88
5027,89,77
3060,93,69
9424,73,28
5151,82,83
215,92,83
2403,86,49
1829,78,49
2291,60,42
6009,83,70
1473,90,35
4890,80,53
308,81,67
3962,83,62
6870,82,100
7759,82,81
4172,77,77
5677,83,83
2419,86,100
797,81,51
8181,69,39
5863,81,52
1333,81,62
3709,79,86
4744,73,62
6059,65,50
7645,74,49
2756,76,66
9141,74,56
8732,84,47
108,71,79
3112,84,71
2198,72,75
5849,79,48
6185,95,41
2447,82,96
1553,90,65
2118,98,74
3847,78,100
5816,75,44
1305,77,75
1599,74,55
7293,70,47
8277,78,37
609,72,93
253,90,36
4742,81,29
9684,82,58
5236,76,30
5131,80,52
5968,81,67
3984,82,61
2858,82,50
6796,66,85
8637,76,27
6645,94,75
9437,84,84
9854,74,85
191,68,26
8127,75,65
759,74,63
7119,82,68
24,72,67
8577,66,49
6409,73,85
1143,77,76
151,78,53
5047,86,23
1331,98,71
6474,74,69
3902,88,75
7969,80,63
4828,75,89
514,81,63
4121,75,63
9139,84,38
1311,63,58
6299,72,37
8982,80,100
9152,78,55
112,93,54
3856,86,80
534,72,52
5812,63,84
6686,83,55
9214,72,56
7586,82,21
1601,84,66
5793,66,80
4693,79,45
3692,67,77
812,86,63
2787,84,95
8424,94,90
1507,97,92
3417,90,76
2164,93,78
6596,73,74
2280,63,73
1549,72,60
4037,77,72
4018,76,58
4559,84,66
9347,77,89
3593,70,52
3271,82,55
6657,87,32
7213,87,49
2075,74,60
6865,91,60
7540,83,62
1039,77,92
6315,68,55
8625,95,54
4345,79,62
35,70,68
8094,84,71
7793,71,62
3459,72,59
4667,69,18
9031,69,58
5464,80,20
3527,87,74
2773,74,61
6006,73,69
611,80,67
4169,71,52
8220,86,77
8070,84,70
9546,85,77
3808,86,60
9220,81,51
1833,74,84
653,70,42
6404,90,20
1201,93,66
7318,73,24
6484,82,53
1088,71,59
8260,72,93
5051,72,18
9499,77,48
6930,86,46
2110,76,58
4316,81,75
290,66,73
1516,69,41
5345,75,53
4703,74,53
7606,82,91
7635,70,92
3874,73,75
7688,78,50
9787,87,51
8487,81,70
7267,90,48
8727,84,100
6833,87,85
2103,79,90
9089,83,49
2054,100,71
4531,76,69
9912,83,69
6163,88,56
2861,84,43
843,69,54
5224,95,81
6582,87,89
8669,88,54
3866,68,48
3446,90,52
6135,72,61
3276,79,81
9483,79,48
7085,71,58
5645,76,31
5785,89,80
6896,79,50
2397,79,78
8690,93,66
3147,77,25
4631,74,65
9245,84,56
9645,84,50
2371,82,63
642,87,66
8991,81,57
457,69,48
5376,83,50
9996,82,63
5037,82,24
6555,87,47
2650,77,50
5060,86,97
213,77,61
9394,80,100
916,82,84
460,81,50
3375,61,48
6062,75,57
1464,79,52
8824,83,66
9225,85,77
7065,89,72
4174,76,57
6236,82,64
4341,70,33
7524,82,79
8154,61,76
740,73,60
6572,72,35
5368,85,72
2663,90,39
8612,86,46
4076,89,58
462,75,70
5951,66,59
4079,84,42
7328,77,81
134,85,74
477,73,60
3414,76,28
4277,65,81
409,72,76
1746,79,50
7115,79,56
4157,79,53
8288,85,74
9817,79,44
2317,84,93
5135,80,45
5023,79,78
39,76,42
3948,80,57
1057,86,54
4949,67,33
3641,70,62
2607,93,80
3171,95,65
331,75,48
6408,80,58
9933,71,75
5865,76,37
307,91,92
6034,77,56
7861,99,90
2464,84,91
7198,88,20
7529,86,52
8850,84,60
8509,76,51
6473,83,82
1690,67,65
6418,79,85
7966,75,23
1985,77,66
4320,84,72
6256,87,48
5497,79,91
2137,84,48
2370,80,61
1937,81,66
6365,59,27
573,87,32
302,75,17
940,91,85
6591,95,41
9856,77,62
6035,75,52
1974,72,62
3013,73,69
1947,80,72
8679,76,64
7286,72,54
7703,84,77
7100,87,86
3452,64,58
669,87,44
3553,84,83
4624,79,56
8605,82,56
4124,63,48
6049,79,82
5334,73,57
2504,82,47
9706,88,28
2854,62,48
467,78,56
6183,86,62
582,77,72
6375,92,67
4702,81,65
5113,89,81
8058,90,91
4795,94,63
9383,77,58
4334,71,38
3297,66,91
4226,80,15
1481,64,78
6160,80,83
1860,71,52
7667,75,53
8063,72,69
1164,87,63
6734,84,98
2097,66,80
3597,71,39
6414,85,85
8313,75,29
4519,79,43
4781,85,77
6410,72,75
4502,72,63
7184,82,34
264,79,45
6381,73,37
9292,78,56
424,70,88
859,86,50
5152,89,50
7840,68,79
4912,82,95
9281,81,45
2016,91,69
9828,82,47
8368,76,48
8222,92,69
9370,65,47
418,90,55
6516,77,55
9119,77,86
638,86,64
712,79,36
8955,94,58
2062,67,74
5022,88,44
7958,65,24
254,84,63
8239,83,72
6292,78,68
9777,83,92
2278,82,53
9657,83,57
3665,89,32
8042,71,83
3457,75,61
4910,94,14
4248,76,43
1408,76,70
5203,82,29
9371,78,47
6258,77,65
1757,74,70
5603,84,64
2880,69,31
7804,82,46
4841,76,53
5551,80,48
6611,83,72
3684,75,74
2072,76,58
2443,87,35
7476,87,99
8890,73,36
221,90,58
2534,90,62
7677,88,78
1306,82,35
1872,91,76
7633,84,45
794,78,82
8082,72,100
787,74,82
5263,71,70
6324,76,78
7004,89,38
8083,81,62
1683,83,66
702,81,35
7685,77,60
7531,75,63
8177,71,50
6680,85,39
9702,69,45
2820,82,81
1122,89,89
4199,66,43
8346,76,94
5817,73,59
7710,73,93
8786,80,74
1530,72,61
4371,73,53
359,81,40
5917,79,25
9252,85,40
6818,76,62
2378,77,58
3501,78,62
4891,81,70
7906,73,78
1558,84,39
9584,86,59
1138,78,39
1466,93,45
4448,88,71
650,73,50
4604,70,39
2868,85,100
6978,83,51
2782,71,52
1172,74,64
1492,84,42
5419,70,43
3396,80,60
972,86,70
4342,74,16
5637,72,44
4870,74,69
8788,91,67
6667,70,34
6709,69,28
2104,71,100
158,92,58
2381,67,69
2658,89,61
7543,77,51
2226,85,37
4840,85,60
630,85,54
9697,74,52
2463,81,82
9789,78,24
9887,88,38
3504,75,78
5196,73,43
6994,62,52
6413,76,75
4499,71,65
5055,72,46
9449,80,53
6595,66,74
1814,74,40
500,94,80
6114,92,55
4554,65,68
8780,79,48
1351,71,72
8383,72,85
927,75,60
3574,82,60
33,60,83
9549,81,61
639,83,100
5053,86,47
5336,100,19
8716,97,27
2538,74,38
7218,77,74
8913,83,62
6278,78,64
6704,75,45
3146,79,71
4670,70,29
5813,75,47
8902,77,49
1109,91,17
4596,78,23
8052,77,36
4040,71,68
1657,75,65
3982,80,66
584,74,93
7967,72,65
9766,73,44
8208,82,50
154,75,30
7868,78,53
5702,85,72
5961,83,71
1027,75,75
9198,77,0
758,61,68
2176,78,66
962,63,73
853,87,72
8633,61,49
9102,88,84
7260,79,68
1055,79,59
4472,82,38
4810,100,64
491,86,51
8876,85,27
7013,78,83
25,85,63
9028,78,78
1575,93,68
6583,96,47
7652,74,44
2391,83,70
5447,72,37
527,89,92
3762,71,39
3803,79,72
4814,86,72
1044,79,36
7234,86,26
2888,82,36
2168,84,61
3990,81,47
855,71,73
1646,66,58
8136,66,59
9215,83,49
4430,87,70
240,83,72
8387,73,53
742,86,41
4824,68,71
5505,81,43
6371,74,73
6464,97,76
3361,81,24
2517,71,55
5818,78,83
9819,59,50
1514,77,100
8166,76,87
1482,88,75
3040,65,53
2129,65,75
8486,74,70
518,72,46
8297,100,51
4457,79,54
3611,78,69
2070,96,85
7270,89,76
685,82,47
3508,80,50
2344,82,75
2056,85,67
6802,83,100
8849,80,47
1134,86,76
494,75,55
278,80,71
2795,79,37
4364,90,60
5291,93,54
6741,84,61
5775,82,91
5772,84,45
5741,71,94
2943,62,84
1786,64,47
2601,91,7
7475,92,51
2158,85,89
5667,95,26
4082,82,55
4638,74,39
8462,79,64
6372,77,41
8697,80,28
6593,86,41
9548,72,60
3139,71,58
1246,86,77
5428,75,58
4007,90,66
5661,74,96
4095,100,77
6551,86,82
6364,85,47
5439,83,46
7608,72,50
4839,85,82
4089,83,81
8837,76,65
5403,89,84
7242,86,27
5039,70,74
7556,81,63
5122,79,85
4414,69,56
8390,73,39
8045,64,69
7803,87,71
9986,81,86
2042,77,66
436,69,45
6210,82,37
5307,82,30
912,85,89
7851,84,63
2865,93,41
774,70,58
2004,83,57
4615,84,58
5920,70,70
3439,88,51
4344,85,57
6303,73,24
5839,76,49
2229,77,43
4336,91,67
1603,88,67
5318,80,46
5773,86,28
1495,80,65
5850,91,100
1146,98,40
2641,90,77
7604,79,80
9930,78,69
232,59,59
3545,94,79
4285,79,47
8078,73,69
9219,92,80
7402,85,60
6558,87,62
2627,71,68
6727,81,58
5988,82,55
9450,71,52
3124,82,73
1560,86,67
2177,80,63
5147,70,58
3749,90,73
368,85,45
3398,76,44
3458,89,63
1178,71,40
1042,84,69
2718,78,93
8628,67,27
4806,77,53
3063,78,56
5436,76,49
2089,80,57
181,75,48
3261,85,40
5672,81,45
6515,85,75
8618,75,77
209,84,34
8920,83,55
1029,73,69
2503,76,62
7201,65,100
3111,80,46
1626,65,70
226,85,59
5001,81,79
7489,80,38
3620,80,95
1586,89,78
8556,79,22
9958,69,76
3291,87,52
9823,90,61
1667,85,27
3610,81,76
546,80,85
8536,100,70
9713,83,65
3955,88,43
8180,80,40
2550,77,9
4918,83,60
725,93,59
5846,85,46
3128,82,44
5173,88,86
8885,71,79
8406,78,43
9004,79,39
9316,75,92
6191,69,51
5377,85,72
932,78,67
207,69,65
4729,82,71
9806,85,56
1807,81,55
656,72,86
6650,84,21
8585,69,55
7348,81,60
8344,66,51
917,94,57
695,69,61
9827,97,28
1574,74,40
2197,98,39
257,75,76
9844,61,53
9878,89,17
9527,86,42
1169,75,88
922,76,54
7210,85,66
6285,70,33
3258,80,34
6363,72,87
8864,91,77
8860,72,77
4444,89,68
1726,75,70
9859,82,48
8903,78,65
2243,69,36
9853,80,23
7427,76,51
7018,88,56
5671,78,65
5156,74,49
2417,83,66
7199,76,47
9070,72,69
4653,91,100
6603,76,33
4272,85,20
7636,85,57
8229,72,65
7538,88,50
9046,79,75
5998,69,58
1512,87,34
7139,81,93
8021,78,45
5706,81,60
4902,67,24
9468,74,64
7283,78,75
2675,78,66
3044,62,59
9029,83,38
70,55,82
8994,66,32
8025,75,70
5304,88,98
9097,80,45
2052,89,44
9641,90,78
61,87,54
3885,87,72
4114,76,49
6883,90,100
5071,71,72
8663,72,80
5373,86,67
4937,78,79
1967,87,69
186,80,88
4851,88,57
1325,84,89
3997,78,68
3423,61,22
6556,87,79
9505,75,39
2433,90,67
7167,69,57
6419,88,56
8979,88,98
4600,72,47
2190,59,49
5389,72,37
5423,81,45
4091,90,74
6325,89,24
7517,73,82
4767,94,82
606,91,64
38,90,42
386,75,100
5979,77,50
8846,78,28
9778,82,57
8651,67,39
9357,93,48
3949,73,56
1680,72,22
4630,73,68
1157,80,82
2721,79,33
14,81,37
9064,81,100
9701,80,66
6050,71,92
140,87,95
5081,89,60
2131,81,50
6099,81,45
2994,87,66
6701,82,74
7371,84,69
9591,77,27
8922,75,52
3533,67,67
6313,77,45
3540,85,51
3640,86,56
5167,79,90
3324,77,58
2815,84,41
1107,88,66
6216,78,81
2079,71,34
7395,94,33
1260,69,82
1584,97,70
241,80,100
1131,86,64
5909,89,78
2578,87,42
432,67,37
9053,87,52
9134,70,72
4372,87,53
9652,71,45
9195,69,42
6724,89,62
1338,82,66
7297,74,54
4922,71,66
2684,87,88
2364,65,55
5093,81,65
549,85,36
602,89,74
5008,86,57
76,74,40
6932,90,86
3323,71,53
6521,72,42
6745,79,64
2039,93,100
6362,70,37
3718,82,44
9898,90,50
8590,77,35
345,76,82
9956,80,71
8415,80,27
2379,80,41
1951,97,54
5944,74,63
983,80,42
5398,73,66
1694,71,59
3532,75,54
4110,86,60
1385,72,39
2139,79,81
4506,80,60
3412,62,71
7393,76,49
5638,85,51
3635,87,81
8661,75,100
1160,74,86
6563,79,62
4566,77,71
1120,72,67
1832,91,70
1907,90,45
5960,72,76
6608,82,88
5456,75,56
752,89,58
5435,90,95
9963,77,66
3654,83,77
2098,70,68
5699,81,31
3970,82,35
8148,73,77
7715,79,67
2234,90,62
6311,84,55
6442,74,73
1480,72,75
2737,84,100
1008,96,64
3234,82,81
2697,71,56
9446,81,31
1475,73,44
860,70,78
8748,85,37
5972,77,91
5503,58,55
3164,79,66
5714,85,7
8736,74,24
5685,70,46
301,90,37
551,93,85
2693,88,81
2606,81,57
8594,90,67
8358,75,25
3594,83,61
3613,88,43
5796,87,47
9228,82,28
8773,71,27
9066,87,39
3047,89,89
8084,79,60
809,81,68
5018,71,33
3786,100,55
988,76,86
7310,77,100
928,62,79
6867,88,48
6225,82,85
4332,94,32
6519,86,53
3416,79,96
7687,90,67
6358,83,28
475,89,65
1660,82,70
3106,85,42
7337,85,72
5807,79,47
2878,81,60
9635,67,56
8699,82,64
7153,66,59
404,67,59
9233,79,65
3192,84,80
1303,82,40
7462,62,4
1952,84,35
7181,75,77
1851,82,96
9161,79,68
5340,90,96
3679,78,60
1536,73,65
550,79,81
3886,91,83
841,70,68
1871,100,71
6467,74,41
3304,65,46
1137,92,41
2546,60,77
8440,83,58
9372,67,69
7673,72,73
4069,75,55
5154,72,56
4043,83,63
9014,69,54
1770,80,88
1496,82,62
3937,69,78
6972,89,78
6345,85,63
3004,79,79
4310,79,51
8523,72,43
4009,75,62
2117,58,80
665,69,51
3755,71,93
373,87,52
2585,80,60
2086,93,73
7657,52,74
2424,78,64
8619,86,31
9651,78,70
3605,81,64
7231,94,85
832,81,64
2767,73,74
8908,78,93
2248,83,88
3586,73,64
3822,73,45
7600,74,47
8872,76,25
6350,90,57
2946,87,57
3683,85,68
196,73,27
936,86,72
4753,75,100
6677,96,72
1919,68,55
6975,78,59
7686,81,78
6478,68,66
7780,84,80
8014,78,50
4383,77,74
1291,79,59
2614,77,80
6310,84,24
7095,93,58
3187,79,58
1772,74,35
2812,86,64
1709,78,10
6953,81,58
5666,81,44
9351,81,67
4056,82,67
6659,75,100
3657,83,64
6438,84,53
7364,70,73
7305,62,33
4362,84,27
2638,81,40
7453,94,49
3455,88,38
7566,97,76
9740,74,50
4634,79,88
9447,79,51
1886,84,76
5897,83,23
7316,70,84
1489,72,67
2124,76,83
9169,95,56
7714,88,40
3350,78,93
2618,62,78
4273,88,64
1577,100,96
6319,72,45
2195,75,80
5602,89,57
4449,83,28
8826,70,44
8061,73,70
7177,73,60
1828,76,49
3839,72,66
7174,86,22
3788,79,41
670,70,21
1818,70,78
4690,86,33
7537,83,59
2649,86,66
2545,77,44
1355,82,36
4231,72,63
133,75,54
5078,76,53
4338,76,23
3394,87,50
6717,71,69
1678,65,77
5907,80,54
3174,81,44
375,79,42
2274,84,58
5038,84,71
3109,91,50
1618,76,50
2041,66,97
5852,75,64
2918,61,66
5087,93,46
6309,73,50
3333,80,38
1491,74,84
2159,68,62
4821,73,82
8938,84,100
2298,82,97
5104,76,57
8739,82,62
5069,68,66
2712,69,50
3629,91,67
4141,81,62
3099,89,100
1448,78,49
2050,92,62
9721,72,68
5073,94,68
5686,75,35
295,86,52
3554,87,86
5845,93,59
1276,93,40
6217,83,62
5918,86,96
6940,75,28
3942,81,56
7839,94,62
8255,80,68
7191,85,69
5792,66,28
2725,75,61
2964,82,51
3249,83,36
7273,81,63
6386,81,98
7359,61,49
71,91,54
9715,72,100
8660,74,51
2258,69,32
4093,74,78
3503,81,75
9429,90,44
371,92,67
3841,79,65
7015,84,100
3341,85,59
4538,79,28
6902,75,57
8079,83,52
6752,85,38
6014,88,34
4809,78,30
4283,67,54
7040,71,70
894,84,61
2778,72,52
575,89,27
8008,81,62
5639,75,49
2377,73,39
8155,86,21
9757,75,41
8583,91,94
2427,82,44
2559,88,49
5970,88,80
2874,89,42
2761,69,71
5999,80,34
842,84,81
7325,81,86
4063,73,58
2244,78,53
5794,76,88
6489,78,100
5767,80,78
1272,90,56
9882,93,37
8907,82,32
3244,82,43
3182,80,49
3367,74,40
9209,70,44
6760,77,49
7749,94,51
2387,80,41
6455,87,30
1722,84,43
1032,85,82
4244,84,10
6046,88,45
9578,81,53
3229,71,64
1045,77,66
2630,77,76
4747,77,54
8182,89,67
148,92,46
5948,90,54
1241,77,100
7926,74,63
3134,80,64
6929,76,66
8191,93,49
6920,83,65
3076,70,65
3104,86,44
3565,71,89
2934,97,35
7011,75,49
1960,82,31
4115,81,41
1658,77,60
8643,82,47
1756,89,86
9897,78,33
1987,87,68
3397,86,50
3649,80,57
5513,82,55
5467,92,56
4574,63,51
3436,73,66
115,81,61
8724,72,66
9589,89,46
2161,89,62
7860,82,61
4369,88,77
3201,89,70
4684,75,44
2788,76,56
9269,84,43
3689,72,81
4992,79,57
2774,81,62
1889,83,90
1590,80,38
7911,94,60
2414,84,36
9537,80,53
1277,78,42
3255,83,63
5059,75,86
5309,75,68
305,75,85
3057,82,61
6756,85,49
4247,83,63
5305,83,51
7622,81,44
5348,79,82
354,75,42
591,76,93
3813,75,63
7259,73,70
3152,77,48
1572,62,30
6600,74,64
1002,89,62
4337,75,44
8409,99,75
6327,76,21
9752,63,37
5286,86,36
4683,75,74
487,70,71
6763,70,66
6430,70,100
3843,75,43
7360,77,67
2981,83,71
9894,65,50
9793,81,74
7553,82,44
1470,74,66
5616,94,73
1934,86,40
8741,64,73
3062,81,74
7653,87,90
1970,87,83
5784,85,79
9095,89,38
8635,94,34
7196,57,75
4682,78,57
2465,82,30
4877,80,74
4827,93,42
8056,83,12
7599,83,88
6249,85,36
4547,79,98
7333,83,97
8576,81,60
5480,74,53
4802,69,23
7172,76,66
4274,74,73
8649,83,59
7071,82,80
4590,84,53
5751,70,68
8670,72,24
3469,84,97
3485,72,66
5916,85,76
3678,93,57
9637,77,45
8578,86,57
3342,92,29
3972,80,65
8384,84,61
929,83,72
1676,75,48
1009,83,51
8251,83,67
483,94,38
5418,88,38
7124,78,53
8857,83,35
8911,78,44
2273,70,60
2253,81,73
1217,76,49
9369,87,25
8000,80,41
6329,89,38
1324,87,73
9516,82,25
9523,85,81
2731,94,58
4508,84,26
5144,82,81
6172,85,76
320,73,19
7809,68,53
2170,75,100
7533,82,53
2870,73,56
233,86,88
7431,87,57
760,81,71
2592,73,30
